ApplicantID	MandiriTestID	Score
MANDIRI20220443	3	54
MANDIRI20220444	1	59
MANDIRI20220444	2	60
MANDIRI20220445	1	75
MANDIRI20220445	3	66
MANDIRI20220447	1	80
MANDIRI20220447	3	66
MANDIRI20220448	1	89
MANDIRI20220448	2	96
MANDIRI20220449	1	79
MANDIRI20220449	3	86
MANDIRI20220450	1	70
MANDIRI20220450	3	75
MANDIRI20220451	1	68
MANDIRI20220451	3	51
MANDIRI20220452	1	98
MANDIRI20220452	3	57
MANDIRI20220453	1	89
MANDIRI20220453	3	50
MANDIRI20220454	1	59
MANDIRI20220454	2	83
MANDIRI20220455	1	91
MANDIRI20220455	2	86
MANDIRI20220456	1	55
MANDIRI20220456	3	86
MANDIRI20220457	1	72
MANDIRI20220457	2	78
MANDIRI20220458	1	86
MANDIRI20220458	3	100
MANDIRI20220460	1	84
MANDIRI20220460	3	53
MANDIRI20220461	1	94
MANDIRI20220461	3	92
MANDIRI20220462	1	51
MANDIRI20220462	2	96
MANDIRI20220463	1	51
MANDIRI20220463	2	65
MANDIRI20220464	1	99
MANDIRI20220464	2	65
MANDIRI20220465	1	95
MANDIRI20220465	3	60
MANDIRI20220466	1	53
MANDIRI20220466	2	71
MANDIRI20220467	1	95
MANDIRI20220467	2	54
MANDIRI20220468	1	62
MANDIRI20220468	3	95
MANDIRI20220469	1	75
MANDIRI20220469	3	78
MANDIRI20220470	1	83
MANDIRI20220470	2	52
MANDIRI20220471	1	88
MANDIRI20220471	2	84
MANDIRI20220472	1	67
MANDIRI20220472	2	65
MANDIRI20220473	1	85
MANDIRI20220473	3	52
MANDIRI20220476	1	93
MANDIRI20220476	2	76
MANDIRI20220477	1	53
MANDIRI20220477	3	92
MANDIRI20220478	1	89
MANDIRI20220478	3	61
MANDIRI20220479	1	98
MANDIRI20220479	3	78
MANDIRI20220481	1	92
MANDIRI20220481	3	64
MANDIRI20220482	1	87
MANDIRI20220482	3	72
MANDIRI20220484	1	54
MANDIRI20220484	3	62
MANDIRI20220485	1	52
MANDIRI20220485	3	96
MANDIRI20220486	1	79
MANDIRI20220486	3	96
MANDIRI20220487	1	74
MANDIRI20220487	3	90
MANDIRI20220488	1	100
MANDIRI20220488	3	73
MANDIRI20220489	1	54
MANDIRI20220489	2	100
MANDIRI20220491	1	98
MANDIRI20220491	2	57
MANDIRI20220493	1	59
MANDIRI20220493	3	75
MANDIRI20220494	1	70
MANDIRI20220494	3	68
MANDIRI20220495	1	55
MANDIRI20220495	2	99
MANDIRI20220496	1	95
MANDIRI20220496	2	55
MANDIRI20220498	1	90
MANDIRI20220498	2	56
MANDIRI20220499	1	61
MANDIRI20220499	2	82
MANDIRI20220500	1	65
MANDIRI20220500	3	74
MANDIRI20220501	1	94
MANDIRI20220501	3	65
MANDIRI20220502	1	97
MANDIRI20220502	2	63
MANDIRI20220503	1	93
MANDIRI20220503	2	82
MANDIRI20220505	1	76
MANDIRI20220505	2	60
MANDIRI20220506	1	91
MANDIRI20220506	2	63
MANDIRI20220508	1	90
MANDIRI20220508	3	78
MANDIRI20220510	1	66
MANDIRI20220510	3	96
MANDIRI20220511	1	72
MANDIRI20220511	3	54
MANDIRI20220512	1	84
MANDIRI20220512	2	78
MANDIRI20220513	1	77
MANDIRI20220513	3	68
MANDIRI20220514	1	61
MANDIRI20220514	2	84
MANDIRI20220516	1	83
MANDIRI20220516	2	54
MANDIRI20220517	1	100
MANDIRI20220517	2	54
MANDIRI20220518	1	75
MANDIRI20220518	2	79
MANDIRI20220519	1	99
MANDIRI20220519	2	94
MANDIRI20220520	1	66
MANDIRI20220520	3	96
MANDIRI20220521	1	88
MANDIRI20220521	3	71
MANDIRI20220522	1	100
MANDIRI20220522	2	83
MANDIRI20220523	1	76
MANDIRI20220523	2	99
MANDIRI20220524	1	76
MANDIRI20220524	3	92
MANDIRI20220526	1	94
MANDIRI20220526	3	57
MANDIRI20220527	1	69
MANDIRI20220527	3	77
MANDIRI20220528	1	63
MANDIRI20220528	2	69
MANDIRI20220529	1	63
MANDIRI20220529	2	68
MANDIRI20220530	1	99
MANDIRI20220530	3	98
MANDIRI20220531	1	54
MANDIRI20220531	3	67
MANDIRI20220533	1	95
MANDIRI20220533	2	56
MANDIRI20220534	1	65
MANDIRI20220534	3	96
MANDIRI20220535	1	87
MANDIRI20220535	3	68
MANDIRI20220537	1	54
MANDIRI20220537	2	63
MANDIRI20220539	1	51
MANDIRI20220539	2	80
MANDIRI20220540	1	80
MANDIRI20220540	2	83
MANDIRI20220541	1	69
MANDIRI20220541	2	87
MANDIRI20220542	1	84
MANDIRI20220542	2	80
MANDIRI20220543	1	90
MANDIRI20220543	2	90
MANDIRI20220544	1	77
MANDIRI20220544	3	96
MANDIRI20220545	1	57
MANDIRI20220545	2	80
MANDIRI20220546	1	66
MANDIRI20220546	3	65
MANDIRI20220547	1	95
MANDIRI20220547	3	61
MANDIRI20220548	1	90
MANDIRI20220548	2	82
MANDIRI20220549	1	74
MANDIRI20220549	2	77
MANDIRI20220550	1	87
MANDIRI20220550	3	99
MANDIRI20220551	1	80
MANDIRI20220551	3	57
MANDIRI20220553	1	71
MANDIRI20220553	2	70
MANDIRI20220554	1	56
MANDIRI20220554	3	64
MANDIRI20220555	1	94
MANDIRI20220555	2	60
MANDIRI20220556	1	81
MANDIRI20220556	3	71
MANDIRI20220557	1	68
MANDIRI20220557	3	64
MANDIRI20220558	1	64
MANDIRI20220558	3	99
MANDIRI20220559	1	77
MANDIRI20220559	3	90
MANDIRI20220560	1	90
MANDIRI20220560	2	62
MANDIRI20220561	1	90
MANDIRI20220561	3	93
MANDIRI20220562	1	97
MANDIRI20220562	3	80
MANDIRI20220563	1	71
MANDIRI20220563	3	62
MANDIRI20220564	1	80
MANDIRI20220564	3	51
MANDIRI20220565	1	62
MANDIRI20220565	3	58
MANDIRI20220567	1	76
MANDIRI20220567	3	90
MANDIRI20220568	1	97
MANDIRI20220568	3	54
MANDIRI20220569	1	98
MANDIRI20220569	3	89
MANDIRI20220570	1	64
MANDIRI20220570	3	91
MANDIRI20220571	1	87
MANDIRI20220571	3	61
MANDIRI20220572	1	51
MANDIRI20220572	3	51
MANDIRI20220574	1	95
MANDIRI20220574	2	82
MANDIRI20220575	1	87
MANDIRI20220575	3	84
MANDIRI20220576	1	85
MANDIRI20220576	2	57
MANDIRI20220577	1	80
MANDIRI20220577	3	79
MANDIRI20220578	1	70
MANDIRI20220578	2	52
MANDIRI20220579	1	96
MANDIRI20220579	2	76
MANDIRI20220580	1	60
MANDIRI20220580	2	80
MANDIRI20220582	1	50
MANDIRI20220582	2	92
MANDIRI20220583	1	90
MANDIRI20220583	2	56
MANDIRI20220584	1	56
MANDIRI20220584	2	76
MANDIRI20220585	1	91
MANDIRI20220585	2	62
MANDIRI20220586	1	99
MANDIRI20220586	3	63
MANDIRI20220588	1	67
MANDIRI20220588	2	87
MANDIRI20220589	1	93
MANDIRI20220589	2	94
MANDIRI20220591	1	72
MANDIRI20220591	3	52
MANDIRI20220592	1	95
MANDIRI20220592	3	83
MANDIRI20220593	1	88
MANDIRI20220593	2	61
MANDIRI20220594	1	75
MANDIRI20220594	3	56
MANDIRI20220595	1	73
MANDIRI20220595	3	60
MANDIRI20220596	1	92
MANDIRI20220596	2	95
MANDIRI20220597	1	86
MANDIRI20220597	3	83
MANDIRI20220598	1	63
MANDIRI20220598	3	83
MANDIRI20220599	1	59
MANDIRI20220599	2	67
MANDIRI20220600	1	76
MANDIRI20220600	3	98
MANDIRI20220601	1	58
MANDIRI20220601	3	58
MANDIRI20220602	1	95
MANDIRI20220602	3	98
MANDIRI20220604	1	85
MANDIRI20220604	2	57
MANDIRI20220605	1	98
MANDIRI20220605	3	86
MANDIRI20220606	1	94
MANDIRI20220606	3	76
MANDIRI20220608	1	96
MANDIRI20220608	3	98
MANDIRI20220609	1	71
MANDIRI20220609	3	92
MANDIRI20220610	1	69
MANDIRI20220610	3	68
MANDIRI20220611	1	72
MANDIRI20220611	3	63
MANDIRI20220612	1	80
MANDIRI20220612	2	76
MANDIRI20220613	1	50
MANDIRI20220613	3	58
MANDIRI20220614	1	72
MANDIRI20220614	2	52
MANDIRI20220615	1	94
MANDIRI20220615	2	75
MANDIRI20220616	1	72
MANDIRI20220616	3	58
MANDIRI20220617	1	55
MANDIRI20220617	3	63
MANDIRI20220618	1	51
MANDIRI20220618	3	93
MANDIRI20220619	1	90
MANDIRI20220619	2	74
MANDIRI20220620	1	81
MANDIRI20220620	2	54
MANDIRI20220621	1	86
MANDIRI20220621	3	66
MANDIRI20220622	1	55
MANDIRI20220622	3	54
MANDIRI20220623	1	85
MANDIRI20220623	2	95
MANDIRI20220624	1	80
MANDIRI20220624	3	67
MANDIRI20220625	1	56
MANDIRI20220625	2	95
MANDIRI20220626	1	52
MANDIRI20220626	3	89
MANDIRI20220627	1	92
MANDIRI20220627	3	86
MANDIRI20220628	1	65
MANDIRI20220628	3	64
MANDIRI20220629	1	100
MANDIRI20220629	3	68
MANDIRI20220630	1	65
MANDIRI20220630	2	89
MANDIRI20220631	1	56
MANDIRI20220631	2	92
MANDIRI20220632	1	58
MANDIRI20220632	3	90
MANDIRI20220633	1	87
MANDIRI20220633	3	86
MANDIRI20220634	1	96
MANDIRI20220634	3	79
MANDIRI20220635	1	55
MANDIRI20220635	3	87
MANDIRI20220636	1	89
MANDIRI20220636	3	100
MANDIRI20220637	1	95
MANDIRI20220637	3	58
MANDIRI20220638	1	94
MANDIRI20220638	3	74
MANDIRI20220639	1	66
MANDIRI20220639	2	59
MANDIRI20220641	1	73
MANDIRI20220641	2	78
MANDIRI20220643	1	50
MANDIRI20220643	3	51
MANDIRI20220644	1	90
MANDIRI20220644	2	59
MANDIRI20220645	1	96
MANDIRI20220645	2	56
MANDIRI20220646	1	95
MANDIRI20220646	3	70
MANDIRI20220647	1	80
MANDIRI20220647	2	64
MANDIRI20220648	1	88
MANDIRI20220648	2	65
MANDIRI20220649	1	81
MANDIRI20220649	2	83
MANDIRI20220653	1	69
MANDIRI20220653	3	80
MANDIRI20220654	1	79
MANDIRI20220654	3	85
MANDIRI20220655	1	69
MANDIRI20220655	3	57
MANDIRI20220656	1	88
MANDIRI20220656	2	72
MANDIRI20220657	1	73
MANDIRI20220657	2	72
MANDIRI20220659	1	94
MANDIRI20220659	2	96
MANDIRI20220660	1	60
MANDIRI20220660	3	95
MANDIRI20220661	1	59
MANDIRI20220661	3	89
MANDIRI20220663	1	99
MANDIRI20220663	3	100
MANDIRI20220664	1	50
MANDIRI20220664	2	59
MANDIRI20220665	1	59
MANDIRI20220665	3	53
MANDIRI20220666	1	69
MANDIRI20220666	2	99
MANDIRI20220667	1	56
MANDIRI20220667	2	55
MANDIRI20220668	1	50
MANDIRI20220668	3	90
MANDIRI20220669	1	99
MANDIRI20220669	2	95
MANDIRI20220670	1	87
MANDIRI20220670	3	53
MANDIRI20220671	1	82
MANDIRI20220671	2	64
MANDIRI20220672	1	85
MANDIRI20220672	2	98
MANDIRI20220673	1	78
MANDIRI20220673	3	79
MANDIRI20220674	1	71
MANDIRI20220674	2	64
MANDIRI20220675	1	74
MANDIRI20220675	2	54
MANDIRI20220676	1	68
MANDIRI20220676	3	73
MANDIRI20220677	1	55
MANDIRI20220677	2	70
MANDIRI20220678	1	100
MANDIRI20220678	2	50
MANDIRI20220680	1	61
MANDIRI20220680	3	51
MANDIRI20220681	1	83
MANDIRI20220681	3	85
MANDIRI20220682	1	98
MANDIRI20220682	2	99
MANDIRI20220683	1	96
MANDIRI20220683	3	72
MANDIRI20220684	1	94
MANDIRI20220684	3	95
MANDIRI20220685	1	55
MANDIRI20220685	2	89
MANDIRI20220686	1	66
MANDIRI20220686	3	96
MANDIRI20220687	1	54
MANDIRI20220687	3	58
MANDIRI20220688	1	62
MANDIRI20220688	3	55
MANDIRI20220689	1	84
MANDIRI20220689	3	75
MANDIRI20220690	1	78
MANDIRI20220690	2	95
MANDIRI20220692	1	99
MANDIRI20220692	3	51
MANDIRI20220693	1	82
MANDIRI20220693	2	90
MANDIRI20220694	1	71
MANDIRI20220694	3	78
MANDIRI20220695	1	95
MANDIRI20220695	2	87
MANDIRI20220696	1	69
MANDIRI20220696	3	70
MANDIRI20220697	1	68
MANDIRI20220697	3	55
MANDIRI20220698	1	79
MANDIRI20220698	2	59
MANDIRI20220699	1	84
MANDIRI20220699	2	89
MANDIRI20220700	1	84
MANDIRI20220700	2	67
MANDIRI20220701	1	96
MANDIRI20220701	3	72
MANDIRI20220702	1	82
MANDIRI20220702	2	89
MANDIRI20220703	1	55
MANDIRI20220703	2	90
MANDIRI20220704	1	85
MANDIRI20220704	2	86
MANDIRI20220705	1	62
MANDIRI20220705	2	66
MANDIRI20220706	1	83
MANDIRI20220706	2	63
MANDIRI20220708	1	93
MANDIRI20220708	2	80
MANDIRI20220709	1	52
MANDIRI20220709	2	67
MANDIRI20220710	1	91
MANDIRI20220710	3	82
MANDIRI20220712	1	97
MANDIRI20220712	2	90
MANDIRI20220714	1	62
MANDIRI20220714	2	56
MANDIRI20220715	1	52
MANDIRI20220715	2	78
MANDIRI20220716	1	63
MANDIRI20220716	2	96
MANDIRI20220717	1	58
MANDIRI20220717	2	90
MANDIRI20220718	1	72
MANDIRI20220718	2	95
MANDIRI20220720	1	50
MANDIRI20220720	3	77
MANDIRI20220723	1	61
MANDIRI20220723	3	92
MANDIRI20220724	1	86
MANDIRI20220724	2	74
MANDIRI20220726	1	67
MANDIRI20220726	3	62
MANDIRI20220727	1	54
MANDIRI20220727	2	83
MANDIRI20220729	1	71
MANDIRI20220729	2	58
MANDIRI20220730	1	88
MANDIRI20220730	3	88
MANDIRI20220731	1	59
MANDIRI20220731	3	57
MANDIRI20220732	1	66
MANDIRI20220732	3	83
MANDIRI20220733	1	90
MANDIRI20220733	2	53
MANDIRI20220734	1	70
MANDIRI20220734	2	90
MANDIRI20220735	1	50
MANDIRI20220735	2	94
MANDIRI20220736	1	71
MANDIRI20220736	2	64
MANDIRI20220737	1	69
MANDIRI20220737	3	86
MANDIRI20220739	1	50
MANDIRI20220739	3	64
MANDIRI20220740	1	73
MANDIRI20220740	3	63
MANDIRI20220741	1	100
MANDIRI20220741	3	78
MANDIRI20220742	1	79
MANDIRI20220742	2	98
MANDIRI20220743	1	98
MANDIRI20220743	3	69
MANDIRI20220744	1	51
MANDIRI20220744	3	70
MANDIRI20220745	1	94
MANDIRI20220745	2	78
MANDIRI20220746	1	53
MANDIRI20220746	2	60
MANDIRI20220748	1	59
MANDIRI20220748	2	56
MANDIRI20220749	1	50
MANDIRI20220749	3	98
MANDIRI20220750	1	89
MANDIRI20220750	3	99
MANDIRI20220751	1	92
MANDIRI20220751	2	67
MANDIRI20220753	1	56
MANDIRI20220753	3	100
MANDIRI20220754	1	99
MANDIRI20220754	2	85
MANDIRI20220755	1	89
MANDIRI20220755	3	51
MANDIRI20220756	1	93
MANDIRI20220756	2	75
MANDIRI20220757	1	54
MANDIRI20220757	3	54
MANDIRI20220759	1	66
MANDIRI20220759	2	75
MANDIRI20220760	1	50
MANDIRI20220760	3	95
MANDIRI20220761	1	96
MANDIRI20220761	2	59
MANDIRI20220762	1	82
MANDIRI20220762	3	94
MANDIRI20220763	1	91
MANDIRI20220763	2	89
MANDIRI20220764	1	76
MANDIRI20220764	3	97
MANDIRI20220765	1	76
MANDIRI20220765	2	85
MANDIRI20220766	1	66
MANDIRI20220766	2	84
MANDIRI20220768	1	100
MANDIRI20220768	3	66
MANDIRI20220769	1	64
MANDIRI20220769	3	77
MANDIRI20220770	1	67
MANDIRI20220770	2	57
MANDIRI20220771	1	77
MANDIRI20220771	3	85
MANDIRI20220774	1	75
MANDIRI20220774	2	90
MANDIRI20220775	1	75
MANDIRI20220775	2	84
MANDIRI20220776	1	50
MANDIRI20220776	3	70
MANDIRI20220777	1	72
MANDIRI20220777	3	61
MANDIRI20220778	1	88
MANDIRI20220778	3	85
MANDIRI20220779	1	60
MANDIRI20220779	2	54
MANDIRI20220780	1	71
MANDIRI20220780	3	79
MANDIRI20220781	1	59
MANDIRI20220781	3	93
MANDIRI20220782	1	50
MANDIRI20220782	2	82
MANDIRI20220784	1	81
MANDIRI20220784	3	50
MANDIRI20220785	1	71
MANDIRI20220785	2	88
MANDIRI20220786	1	75
MANDIRI20220786	3	88
MANDIRI20220787	1	93
MANDIRI20220787	2	75
MANDIRI20220788	1	82
MANDIRI20220788	2	51
MANDIRI20220790	1	60
MANDIRI20220790	3	61
MANDIRI20220791	1	84
MANDIRI20220791	3	95
MANDIRI20220792	1	74
MANDIRI20220792	3	95
MANDIRI20220793	1	99
MANDIRI20220793	3	82
MANDIRI20220794	1	80
MANDIRI20220794	3	62
MANDIRI20220796	1	57
MANDIRI20220796	3	92
MANDIRI20220797	1	77
MANDIRI20220797	3	75
MANDIRI20220798	1	53
MANDIRI20220798	2	91
MANDIRI20220799	1	91
MANDIRI20220799	2	94
MANDIRI20220800	1	66
MANDIRI20220800	3	85
MANDIRI20220801	1	81
MANDIRI20220801	3	68
MANDIRI20220802	1	70
MANDIRI20220802	2	73
MANDIRI20220803	1	70
MANDIRI20220803	3	66
MANDIRI20220805	1	71
MANDIRI20220805	3	66
MANDIRI20220806	1	68
MANDIRI20220806	3	72
MANDIRI20220807	1	70
MANDIRI20220807	2	53
MANDIRI20220808	1	97
MANDIRI20220808	3	90
MANDIRI20220809	1	93
MANDIRI20220809	2	73
MANDIRI20220810	1	83
MANDIRI20220810	2	68
MANDIRI20220811	1	51
MANDIRI20220811	3	100
MANDIRI20220812	1	100
MANDIRI20220812	3	97
MANDIRI20220813	1	61
MANDIRI20220813	2	84
MANDIRI20220815	1	90
MANDIRI20220815	2	52
MANDIRI20220816	1	61
MANDIRI20220816	3	97
MANDIRI20220817	1	59
MANDIRI20220817	2	55
MANDIRI20220818	1	70
MANDIRI20220818	2	72
MANDIRI20220819	1	98
MANDIRI20220819	3	87
MANDIRI20220821	1	50
MANDIRI20220821	3	63
MANDIRI20220822	1	90
MANDIRI20220822	2	82
MANDIRI20220823	1	56
MANDIRI20220823	3	76
MANDIRI20220824	1	81
MANDIRI20220824	2	98
MANDIRI20220825	1	87
MANDIRI20220825	3	84
MANDIRI20220826	1	85
MANDIRI20220826	3	94
MANDIRI20220827	1	90
MANDIRI20220827	3	76
MANDIRI20220828	1	56
MANDIRI20220828	2	100
MANDIRI20220830	1	75
MANDIRI20220830	3	55
MANDIRI20220831	1	63
MANDIRI20220831	3	100
MANDIRI20220832	1	63
MANDIRI20220832	3	87
MANDIRI20220833	1	55
MANDIRI20220833	2	66
MANDIRI20220834	1	78
MANDIRI20220834	3	62
MANDIRI20220835	1	91
MANDIRI20220835	2	55
MANDIRI20220836	1	72
MANDIRI20220836	3	64
MANDIRI20220838	1	58
MANDIRI20220838	3	95
MANDIRI20220839	1	87
MANDIRI20220839	2	71
MANDIRI20220840	1	89
MANDIRI20220840	3	70
MANDIRI20220841	1	89
MANDIRI20220841	3	82
MANDIRI20220842	1	91
MANDIRI20220842	3	75
MANDIRI20220843	1	53
MANDIRI20220843	3	58
MANDIRI20220844	1	70
MANDIRI20220844	2	97
MANDIRI20220845	1	86
MANDIRI20220845	3	76
MANDIRI20220846	1	58
MANDIRI20220846	2	91
MANDIRI20220847	1	60
MANDIRI20220847	2	80
MANDIRI20220848	1	93
MANDIRI20220848	3	68
MANDIRI20220849	1	71
MANDIRI20220849	2	52
MANDIRI20220850	1	83
MANDIRI20220850	3	74
MANDIRI20220852	1	77
MANDIRI20220852	2	83
MANDIRI20220853	1	85
MANDIRI20220853	2	70
MANDIRI20220854	1	77
MANDIRI20220854	3	98
MANDIRI20220855	1	92
MANDIRI20220855	3	92
MANDIRI20220856	1	87
MANDIRI20220856	3	85
MANDIRI20220857	1	83
MANDIRI20220857	2	61
MANDIRI20220859	1	100
MANDIRI20220859	3	63
MANDIRI20220860	1	71
MANDIRI20220860	2	60
MANDIRI20220862	1	60
MANDIRI20220862	3	96
MANDIRI20220863	1	72
MANDIRI20220863	2	86
MANDIRI20220864	1	88
MANDIRI20220864	3	72
MANDIRI20220865	1	97
MANDIRI20220865	2	66
MANDIRI20220866	1	76
MANDIRI20220866	2	62
MANDIRI20220867	1	76
MANDIRI20220867	3	72
MANDIRI20220868	1	91
MANDIRI20220868	3	58
MANDIRI20220869	1	58
MANDIRI20220869	2	66
MANDIRI20220870	1	80
MANDIRI20220870	2	67
MANDIRI20220871	1	86
MANDIRI20220871	2	50
MANDIRI20220872	1	98
MANDIRI20220872	3	73
MANDIRI20220873	1	88
MANDIRI20220873	2	75
MANDIRI20220874	1	93
MANDIRI20220874	2	74
MANDIRI20220875	1	56
MANDIRI20220875	3	92
MANDIRI20220876	1	83
MANDIRI20220876	2	54
MANDIRI20220877	1	58
MANDIRI20220877	2	63
MANDIRI20220878	1	66
MANDIRI20220878	3	69
MANDIRI20220880	1	98
MANDIRI20220880	3	84
MANDIRI20220882	1	66
MANDIRI20220882	3	88
MANDIRI20220885	1	86
MANDIRI20220885	3	79
MANDIRI20220886	1	74
MANDIRI20220886	3	53
MANDIRI20220887	1	80
MANDIRI20220887	3	98
MANDIRI20220888	1	69
MANDIRI20220888	3	53
MANDIRI20220889	1	66
MANDIRI20220889	2	89
MANDIRI20220890	1	72
MANDIRI20220890	2	99
MANDIRI20220891	1	94
MANDIRI20220891	3	99
MANDIRI20220892	1	87
MANDIRI20220892	2	74
MANDIRI20220893	1	66
MANDIRI20220893	3	95
MANDIRI20220894	1	54
MANDIRI20220894	2	82
MANDIRI20220895	1	56
MANDIRI20220895	2	99
MANDIRI20220896	1	89
MANDIRI20220896	2	50
MANDIRI20220897	1	71
MANDIRI20220897	3	75
MANDIRI20220898	1	77
MANDIRI20220898	2	65
MANDIRI20220899	1	79
MANDIRI20220899	3	91
MANDIRI20220903	1	98
MANDIRI20220903	3	86
MANDIRI20220904	1	53
MANDIRI20220904	2	58
MANDIRI20220905	1	50
MANDIRI20220905	2	58
MANDIRI20220906	1	100
MANDIRI20220906	3	68
MANDIRI20220907	1	54
MANDIRI20220907	2	60
MANDIRI20220908	1	60
MANDIRI20220908	3	75
MANDIRI20220909	1	60
MANDIRI20220909	2	86
MANDIRI20220910	1	95
MANDIRI20220910	2	100
MANDIRI20220911	1	69
MANDIRI20220911	3	59
MANDIRI20220912	1	96
MANDIRI20220912	3	67
MANDIRI20220913	1	63
MANDIRI20220913	3	55
MANDIRI20220914	1	81
MANDIRI20220914	2	93
MANDIRI20220916	1	95
MANDIRI20220916	3	65
MANDIRI20220917	1	69
MANDIRI20220917	3	74
MANDIRI20220918	1	51
MANDIRI20220918	3	96
MANDIRI20220919	1	50
MANDIRI20220919	3	70
MANDIRI20220920	1	82
MANDIRI20220920	2	75
MANDIRI20220921	1	85
MANDIRI20220921	3	82
MANDIRI20220923	1	60
MANDIRI20220923	3	78
MANDIRI20220924	1	93
MANDIRI20220924	3	51
MANDIRI20220925	1	90
MANDIRI20220925	3	100
MANDIRI20220926	1	98
MANDIRI20220926	2	66
MANDIRI20220927	1	58
MANDIRI20220927	2	97
MANDIRI20220928	1	64
MANDIRI20220928	3	85
MANDIRI20220929	1	93
MANDIRI20220929	3	71
MANDIRI20220930	1	78
MANDIRI20220930	2	67
MANDIRI20220931	1	73
MANDIRI20220931	3	69
MANDIRI20220932	1	62
MANDIRI20220932	2	82
MANDIRI20220933	1	85
MANDIRI20220933	2	50
MANDIRI20220934	1	84
MANDIRI20220934	2	61
MANDIRI20220935	1	74
MANDIRI20220935	3	66
MANDIRI20220936	1	85
MANDIRI20220936	3	70
MANDIRI20220937	1	82
MANDIRI20220937	3	56
MANDIRI20220938	1	52
MANDIRI20220938	3	89
MANDIRI20220940	1	79
MANDIRI20220940	3	89
MANDIRI20220941	1	55
MANDIRI20220941	2	84
MANDIRI20220944	1	82
MANDIRI20220944	2	62
MANDIRI20220945	1	96
MANDIRI20220945	2	100
MANDIRI20220946	1	52
MANDIRI20220946	3	81
MANDIRI20220947	1	76
MANDIRI20220947	2	100
MANDIRI20220948	1	56
MANDIRI20220948	2	73
MANDIRI20220949	1	58
MANDIRI20220949	2	94
MANDIRI20220950	1	88
MANDIRI20220950	3	82
MANDIRI20220951	1	66
MANDIRI20220951	3	58
MANDIRI20220952	1	81
MANDIRI20220952	2	86
MANDIRI20220953	1	69
MANDIRI20220953	2	87
MANDIRI20220954	1	77
MANDIRI20220954	3	55
MANDIRI20220955	1	60
MANDIRI20220955	3	76
MANDIRI20220956	1	79
MANDIRI20220956	2	69
MANDIRI20220958	1	51
MANDIRI20220958	3	59
MANDIRI20220959	1	89
MANDIRI20220959	3	70
MANDIRI20220960	1	68
MANDIRI20220960	2	57
MANDIRI20220962	1	83
MANDIRI20220962	2	94
MANDIRI20220963	1	69
MANDIRI20220963	3	99
MANDIRI20220964	1	84
MANDIRI20220964	2	91
MANDIRI20220965	1	68
MANDIRI20220965	3	90
MANDIRI20220966	1	94
MANDIRI20220966	3	79
MANDIRI20220967	1	64
MANDIRI20220967	2	86
MANDIRI20220968	1	93
MANDIRI20220968	2	66
MANDIRI20220969	1	65
MANDIRI20220969	3	66
MANDIRI20220970	1	81
MANDIRI20220970	2	61
MANDIRI20220971	1	74
MANDIRI20220971	2	56
MANDIRI20220972	1	54
MANDIRI20220972	2	68
MANDIRI20220975	1	73
MANDIRI20220975	2	77
MANDIRI20220977	1	89
MANDIRI20220977	3	79
MANDIRI20220979	1	91
MANDIRI20220979	3	70
MANDIRI20220980	1	98
MANDIRI20220980	2	88
MANDIRI20220981	1	51
MANDIRI20220981	2	55
MANDIRI20220982	1	66
MANDIRI20220982	2	86
MANDIRI20220983	1	84
MANDIRI20220983	2	72
MANDIRI20220985	1	59
MANDIRI20220985	2	62
MANDIRI20220987	1	99
MANDIRI20220987	2	75
MANDIRI20220988	1	91
MANDIRI20220988	2	69
MANDIRI20220990	1	90
MANDIRI20220990	2	70
MANDIRI20220991	1	50
MANDIRI20220991	2	72
MANDIRI20220992	1	60
MANDIRI20220992	2	100
MANDIRI20220993	1	74
MANDIRI20220993	3	59
MANDIRI20220994	1	77
MANDIRI20220994	2	76
MANDIRI20220995	1	93
MANDIRI20220995	3	99
MANDIRI20220996	1	55
MANDIRI20220996	3	57
MANDIRI20220998	1	72
MANDIRI20220998	3	71
MANDIRI20220999	1	85
MANDIRI20220999	3	77
MANDIRI20221000	1	90
MANDIRI20221000	2	88
MANDIRI20221001	1	61
MANDIRI20221001	2	76
MANDIRI20221002	1	87
MANDIRI20221002	3	79
MANDIRI20221003	1	75
MANDIRI20221003	3	89
MANDIRI20221004	1	82
MANDIRI20221004	2	57
MANDIRI20221005	1	86
MANDIRI20221005	2	55
MANDIRI20221006	1	77
MANDIRI20221006	2	87
MANDIRI20221007	1	97
MANDIRI20221007	2	73
MANDIRI20221008	1	63
MANDIRI20221008	3	72
MANDIRI20221009	1	88
MANDIRI20221009	2	83
MANDIRI20221010	1	77
MANDIRI20221010	2	98
MANDIRI20221011	1	63
MANDIRI20221011	3	97
MANDIRI20221012	1	64
MANDIRI20221012	2	76
MANDIRI20221013	1	54
MANDIRI20221013	3	96
MANDIRI20221014	1	54
MANDIRI20221014	2	50
MANDIRI20221015	1	100
MANDIRI20221015	2	58
MANDIRI20221016	1	50
MANDIRI20221016	2	53
MANDIRI20221017	1	82
MANDIRI20221017	3	91
MANDIRI20221018	1	57
MANDIRI20221018	3	73
MANDIRI20221019	1	76
MANDIRI20221019	2	93
MANDIRI20221020	1	69
MANDIRI20221020	3	52
MANDIRI20221021	1	85
MANDIRI20221021	2	72
MANDIRI20221022	1	55
MANDIRI20221022	2	76
MANDIRI20221024	1	68
MANDIRI20221024	2	59
MANDIRI20221025	1	100
