ID	ApplicantID	Name	Type	Output	Scale	Organizer	WebURL	Score
5548	MANDIRI20230710	Lomba 5548	3	3	3	PT XYZ	https://ptxyz.com	76
5549	MANDIRI20230711	Lomba 5549	2	1	4	PT XYZ	https://ptxyz.com	62
5550	MANDIRI20230711	Lomba 5550	5	2	2	PT XYZ	https://ptxyz.com	56
5551	MANDIRI20230712	Lomba 5551	2	2	1	PT XYZ	https://ptxyz.com	69
5552	MANDIRI20230712	Lomba 5552	4	3	1	PT XYZ	https://ptxyz.com	83
5553	MANDIRI20230713	Lomba 5553	5	3	3	PT XYZ	https://ptxyz.com	85
5554	MANDIRI20230713	Lomba 5554	5	4	1	PT XYZ	https://ptxyz.com	54
5555	MANDIRI20230714	Lomba 5555	3	4	1	PT XYZ	https://ptxyz.com	70
5556	MANDIRI20230714	Lomba 5556	1	2	4	PT XYZ	https://ptxyz.com	90
5557	MANDIRI20230715	Lomba 5557	2	4	4	PT XYZ	https://ptxyz.com	59
5558	MANDIRI20230715	Lomba 5558	4	3	4	PT XYZ	https://ptxyz.com	84
5559	MANDIRI20230716	Lomba 5559	4	4	3	PT XYZ	https://ptxyz.com	60
5560	MANDIRI20230716	Lomba 5560	1	1	1	PT XYZ	https://ptxyz.com	85
5561	MANDIRI20230717	Lomba 5561	4	3	4	PT XYZ	https://ptxyz.com	58
5562	MANDIRI20230717	Lomba 5562	1	4	1	PT XYZ	https://ptxyz.com	58
5563	MANDIRI20230720	Lomba 5563	1	3	3	PT XYZ	https://ptxyz.com	71
5564	MANDIRI20230720	Lomba 5564	5	4	2	PT XYZ	https://ptxyz.com	69
5565	MANDIRI20230721	Lomba 5565	5	4	3	PT XYZ	https://ptxyz.com	73
5566	MANDIRI20230721	Lomba 5566	2	1	3	PT XYZ	https://ptxyz.com	51
5567	MANDIRI20230722	Lomba 5567	3	3	1	PT XYZ	https://ptxyz.com	52
5568	MANDIRI20230722	Lomba 5568	4	3	3	PT XYZ	https://ptxyz.com	76
5569	MANDIRI20230725	Lomba 5569	1	2	1	PT XYZ	https://ptxyz.com	76
5570	MANDIRI20230725	Lomba 5570	4	2	3	PT XYZ	https://ptxyz.com	51
5571	MANDIRI20230726	Lomba 5571	2	2	4	PT XYZ	https://ptxyz.com	87
5572	MANDIRI20230726	Lomba 5572	5	1	4	PT XYZ	https://ptxyz.com	84
5573	MANDIRI20230727	Lomba 5573	5	2	2	PT XYZ	https://ptxyz.com	81
5574	MANDIRI20230727	Lomba 5574	2	1	2	PT XYZ	https://ptxyz.com	84
5575	MANDIRI20230728	Lomba 5575	3	1	4	PT XYZ	https://ptxyz.com	56
5576	MANDIRI20230728	Lomba 5576	4	2	3	PT XYZ	https://ptxyz.com	83
5577	MANDIRI20230731	Lomba 5577	2	1	4	PT XYZ	https://ptxyz.com	65
5578	MANDIRI20230731	Lomba 5578	5	1	3	PT XYZ	https://ptxyz.com	85
5579	MANDIRI20230732	Lomba 5579	4	1	3	PT XYZ	https://ptxyz.com	61
5580	MANDIRI20230732	Lomba 5580	5	3	3	PT XYZ	https://ptxyz.com	88
5581	MANDIRI20230733	Lomba 5581	1	4	3	PT XYZ	https://ptxyz.com	71
5582	MANDIRI20230733	Lomba 5582	5	1	2	PT XYZ	https://ptxyz.com	53
5583	MANDIRI20230734	Lomba 5583	2	1	4	PT XYZ	https://ptxyz.com	83
5584	MANDIRI20230734	Lomba 5584	4	2	3	PT XYZ	https://ptxyz.com	74
5585	MANDIRI20230735	Lomba 5585	4	4	4	PT XYZ	https://ptxyz.com	80
5586	MANDIRI20230735	Lomba 5586	1	2	4	PT XYZ	https://ptxyz.com	76
5587	MANDIRI20230737	Lomba 5587	1	4	3	PT XYZ	https://ptxyz.com	61
5588	MANDIRI20230737	Lomba 5588	4	1	4	PT XYZ	https://ptxyz.com	82
5589	MANDIRI20230738	Lomba 5589	3	4	2	PT XYZ	https://ptxyz.com	70
5590	MANDIRI20230738	Lomba 5590	5	2	1	PT XYZ	https://ptxyz.com	68
5591	MANDIRI20230739	Lomba 5591	3	3	1	PT XYZ	https://ptxyz.com	61
5592	MANDIRI20230739	Lomba 5592	1	3	1	PT XYZ	https://ptxyz.com	87
5593	MANDIRI20230741	Lomba 5593	3	2	3	PT XYZ	https://ptxyz.com	70
5594	MANDIRI20230741	Lomba 5594	1	2	2	PT XYZ	https://ptxyz.com	58
5595	MANDIRI20230742	Lomba 5595	3	4	2	PT XYZ	https://ptxyz.com	67
5596	MANDIRI20230742	Lomba 5596	3	2	4	PT XYZ	https://ptxyz.com	76
5597	MANDIRI20230743	Lomba 5597	3	4	4	PT XYZ	https://ptxyz.com	54
5598	MANDIRI20230743	Lomba 5598	3	4	1	PT XYZ	https://ptxyz.com	89
5599	MANDIRI20230746	Lomba 5599	4	1	2	PT XYZ	https://ptxyz.com	68
5600	MANDIRI20230746	Lomba 5600	3	4	1	PT XYZ	https://ptxyz.com	56
5601	MANDIRI20230747	Lomba 5601	5	3	1	PT XYZ	https://ptxyz.com	57
5602	MANDIRI20230747	Lomba 5602	1	1	4	PT XYZ	https://ptxyz.com	65
5603	MANDIRI20230748	Lomba 5603	2	2	3	PT XYZ	https://ptxyz.com	84
5604	MANDIRI20230748	Lomba 5604	4	1	2	PT XYZ	https://ptxyz.com	74
5605	MANDIRI20230749	Lomba 5605	5	1	4	PT XYZ	https://ptxyz.com	66
5606	MANDIRI20230749	Lomba 5606	5	1	4	PT XYZ	https://ptxyz.com	52
5607	MANDIRI20230750	Lomba 5607	1	2	1	PT XYZ	https://ptxyz.com	50
5608	MANDIRI20230750	Lomba 5608	5	2	3	PT XYZ	https://ptxyz.com	64
5609	MANDIRI20230752	Lomba 5609	1	4	4	PT XYZ	https://ptxyz.com	68
5610	MANDIRI20230752	Lomba 5610	4	3	4	PT XYZ	https://ptxyz.com	84
5611	MANDIRI20230753	Lomba 5611	1	3	2	PT XYZ	https://ptxyz.com	59
5612	MANDIRI20230753	Lomba 5612	5	3	3	PT XYZ	https://ptxyz.com	70
5613	MANDIRI20230754	Lomba 5613	2	2	1	PT XYZ	https://ptxyz.com	74
5614	MANDIRI20230754	Lomba 5614	4	4	2	PT XYZ	https://ptxyz.com	77
5615	MANDIRI20230755	Lomba 5615	5	1	1	PT XYZ	https://ptxyz.com	86
5616	MANDIRI20230755	Lomba 5616	4	4	4	PT XYZ	https://ptxyz.com	88
5617	MANDIRI20230756	Lomba 5617	1	2	3	PT XYZ	https://ptxyz.com	81
5618	MANDIRI20230756	Lomba 5618	5	1	1	PT XYZ	https://ptxyz.com	82
5619	MANDIRI20230757	Lomba 5619	2	2	1	PT XYZ	https://ptxyz.com	77
5620	MANDIRI20230757	Lomba 5620	5	3	1	PT XYZ	https://ptxyz.com	73
5621	MANDIRI20230758	Lomba 5621	1	4	2	PT XYZ	https://ptxyz.com	61
5622	MANDIRI20230758	Lomba 5622	2	3	2	PT XYZ	https://ptxyz.com	83
5623	MANDIRI20230759	Lomba 5623	1	1	4	PT XYZ	https://ptxyz.com	70
5624	MANDIRI20230759	Lomba 5624	2	2	4	PT XYZ	https://ptxyz.com	50
5625	MANDIRI20230760	Lomba 5625	4	1	3	PT XYZ	https://ptxyz.com	60
5626	MANDIRI20230760	Lomba 5626	1	2	4	PT XYZ	https://ptxyz.com	77
5627	MANDIRI20230761	Lomba 5627	1	2	3	PT XYZ	https://ptxyz.com	78
5628	MANDIRI20230761	Lomba 5628	3	3	4	PT XYZ	https://ptxyz.com	84
5629	MANDIRI20230762	Lomba 5629	2	3	3	PT XYZ	https://ptxyz.com	82
5630	MANDIRI20230762	Lomba 5630	1	1	2	PT XYZ	https://ptxyz.com	54
5631	MANDIRI20230763	Lomba 5631	3	1	4	PT XYZ	https://ptxyz.com	62
5632	MANDIRI20230763	Lomba 5632	4	2	1	PT XYZ	https://ptxyz.com	50
5633	MANDIRI20230764	Lomba 5633	5	1	4	PT XYZ	https://ptxyz.com	78
5634	MANDIRI20230764	Lomba 5634	5	4	3	PT XYZ	https://ptxyz.com	78
5635	MANDIRI20230767	Lomba 5635	5	1	4	PT XYZ	https://ptxyz.com	86
5636	MANDIRI20230767	Lomba 5636	5	3	4	PT XYZ	https://ptxyz.com	60
5637	MANDIRI20230770	Lomba 5637	2	4	2	PT XYZ	https://ptxyz.com	51
5638	MANDIRI20230770	Lomba 5638	4	3	3	PT XYZ	https://ptxyz.com	83
5639	MANDIRI20230771	Lomba 5639	5	3	4	PT XYZ	https://ptxyz.com	90
5640	MANDIRI20230771	Lomba 5640	2	4	1	PT XYZ	https://ptxyz.com	62
5641	MANDIRI20230772	Lomba 5641	3	3	3	PT XYZ	https://ptxyz.com	65
5642	MANDIRI20230772	Lomba 5642	4	1	2	PT XYZ	https://ptxyz.com	81
5643	MANDIRI20230773	Lomba 5643	2	4	4	PT XYZ	https://ptxyz.com	52
5644	MANDIRI20230773	Lomba 5644	1	1	2	PT XYZ	https://ptxyz.com	88
5645	MANDIRI20230774	Lomba 5645	1	4	3	PT XYZ	https://ptxyz.com	79
5646	MANDIRI20230774	Lomba 5646	3	3	3	PT XYZ	https://ptxyz.com	62
5647	MANDIRI20230775	Lomba 5647	5	3	1	PT XYZ	https://ptxyz.com	55
5648	MANDIRI20230775	Lomba 5648	5	2	2	PT XYZ	https://ptxyz.com	75
5649	MANDIRI20230777	Lomba 5649	2	2	4	PT XYZ	https://ptxyz.com	84
5650	MANDIRI20230777	Lomba 5650	5	3	4	PT XYZ	https://ptxyz.com	50
5651	MANDIRI20230778	Lomba 5651	1	3	4	PT XYZ	https://ptxyz.com	67
5652	MANDIRI20230778	Lomba 5652	3	3	3	PT XYZ	https://ptxyz.com	68
5653	MANDIRI20230780	Lomba 5653	2	3	1	PT XYZ	https://ptxyz.com	83
5654	MANDIRI20230780	Lomba 5654	3	3	2	PT XYZ	https://ptxyz.com	65
5655	MANDIRI20230781	Lomba 5655	2	4	3	PT XYZ	https://ptxyz.com	83
5656	MANDIRI20230781	Lomba 5656	2	2	2	PT XYZ	https://ptxyz.com	85
5657	MANDIRI20230782	Lomba 5657	1	3	3	PT XYZ	https://ptxyz.com	78
5658	MANDIRI20230782	Lomba 5658	1	1	2	PT XYZ	https://ptxyz.com	63
5659	MANDIRI20230783	Lomba 5659	1	4	1	PT XYZ	https://ptxyz.com	82
5660	MANDIRI20230783	Lomba 5660	2	3	1	PT XYZ	https://ptxyz.com	76
5661	MANDIRI20230784	Lomba 5661	2	2	3	PT XYZ	https://ptxyz.com	88
5662	MANDIRI20230784	Lomba 5662	2	3	1	PT XYZ	https://ptxyz.com	73
5663	MANDIRI20230785	Lomba 5663	1	4	4	PT XYZ	https://ptxyz.com	90
5664	MANDIRI20230785	Lomba 5664	1	4	2	PT XYZ	https://ptxyz.com	72
5665	MANDIRI20230786	Lomba 5665	5	1	3	PT XYZ	https://ptxyz.com	76
5666	MANDIRI20230786	Lomba 5666	3	1	2	PT XYZ	https://ptxyz.com	53
5667	MANDIRI20230787	Lomba 5667	4	4	2	PT XYZ	https://ptxyz.com	68
5668	MANDIRI20230787	Lomba 5668	2	1	3	PT XYZ	https://ptxyz.com	58
5669	MANDIRI20230789	Lomba 5669	4	1	3	PT XYZ	https://ptxyz.com	77
5670	MANDIRI20230789	Lomba 5670	5	2	4	PT XYZ	https://ptxyz.com	72
5671	MANDIRI20230790	Lomba 5671	1	4	4	PT XYZ	https://ptxyz.com	74
5672	MANDIRI20230790	Lomba 5672	4	3	1	PT XYZ	https://ptxyz.com	80
5673	MANDIRI20230791	Lomba 5673	5	3	3	PT XYZ	https://ptxyz.com	78
5674	MANDIRI20230791	Lomba 5674	3	1	1	PT XYZ	https://ptxyz.com	65
5675	MANDIRI20230792	Lomba 5675	3	1	2	PT XYZ	https://ptxyz.com	89
5676	MANDIRI20230792	Lomba 5676	4	4	4	PT XYZ	https://ptxyz.com	77
5677	MANDIRI20230793	Lomba 5677	5	1	1	PT XYZ	https://ptxyz.com	54
5678	MANDIRI20230793	Lomba 5678	3	3	2	PT XYZ	https://ptxyz.com	81
5679	MANDIRI20230795	Lomba 5679	5	3	4	PT XYZ	https://ptxyz.com	52
5680	MANDIRI20230795	Lomba 5680	4	1	2	PT XYZ	https://ptxyz.com	77
5681	MANDIRI20230796	Lomba 5681	2	4	2	PT XYZ	https://ptxyz.com	67
5682	MANDIRI20230796	Lomba 5682	5	4	4	PT XYZ	https://ptxyz.com	70
5683	MANDIRI20230797	Lomba 5683	4	4	2	PT XYZ	https://ptxyz.com	74
5684	MANDIRI20230797	Lomba 5684	5	3	3	PT XYZ	https://ptxyz.com	89
5685	MANDIRI20230798	Lomba 5685	2	4	2	PT XYZ	https://ptxyz.com	57
5686	MANDIRI20230798	Lomba 5686	4	3	1	PT XYZ	https://ptxyz.com	80
5687	MANDIRI20230799	Lomba 5687	5	3	1	PT XYZ	https://ptxyz.com	73
5688	MANDIRI20230799	Lomba 5688	3	4	1	PT XYZ	https://ptxyz.com	73
5689	MANDIRI20230800	Lomba 5689	5	3	3	PT XYZ	https://ptxyz.com	55
5690	MANDIRI20230800	Lomba 5690	5	4	2	PT XYZ	https://ptxyz.com	54
5691	MANDIRI20230802	Lomba 5691	2	2	2	PT XYZ	https://ptxyz.com	50
5692	MANDIRI20230802	Lomba 5692	1	2	4	PT XYZ	https://ptxyz.com	89
5693	MANDIRI20230803	Lomba 5693	4	3	4	PT XYZ	https://ptxyz.com	68
5694	MANDIRI20230803	Lomba 5694	4	2	3	PT XYZ	https://ptxyz.com	57
5695	MANDIRI20230804	Lomba 5695	5	3	4	PT XYZ	https://ptxyz.com	50
5696	MANDIRI20230804	Lomba 5696	1	4	1	PT XYZ	https://ptxyz.com	67
5697	MANDIRI20230805	Lomba 5697	4	1	4	PT XYZ	https://ptxyz.com	81
5698	MANDIRI20230805	Lomba 5698	1	2	3	PT XYZ	https://ptxyz.com	71
5699	MANDIRI20230806	Lomba 5699	3	3	3	PT XYZ	https://ptxyz.com	83
5700	MANDIRI20230806	Lomba 5700	2	3	1	PT XYZ	https://ptxyz.com	77
5701	MANDIRI20230807	Lomba 5701	3	4	1	PT XYZ	https://ptxyz.com	78
5702	MANDIRI20230807	Lomba 5702	1	1	4	PT XYZ	https://ptxyz.com	72
5703	MANDIRI20230808	Lomba 5703	5	3	3	PT XYZ	https://ptxyz.com	71
5704	MANDIRI20230808	Lomba 5704	4	2	1	PT XYZ	https://ptxyz.com	56
5705	MANDIRI20230809	Lomba 5705	2	3	3	PT XYZ	https://ptxyz.com	87
5706	MANDIRI20230809	Lomba 5706	5	1	2	PT XYZ	https://ptxyz.com	57
5707	MANDIRI20230810	Lomba 5707	4	4	1	PT XYZ	https://ptxyz.com	51
5708	MANDIRI20230810	Lomba 5708	3	4	1	PT XYZ	https://ptxyz.com	74
5709	MANDIRI20230811	Lomba 5709	3	4	2	PT XYZ	https://ptxyz.com	57
5710	MANDIRI20230811	Lomba 5710	3	3	2	PT XYZ	https://ptxyz.com	70
5711	MANDIRI20230812	Lomba 5711	2	3	3	PT XYZ	https://ptxyz.com	70
5712	MANDIRI20230812	Lomba 5712	2	1	3	PT XYZ	https://ptxyz.com	59
5713	MANDIRI20230813	Lomba 5713	4	1	2	PT XYZ	https://ptxyz.com	50
5714	MANDIRI20230813	Lomba 5714	2	4	3	PT XYZ	https://ptxyz.com	51
5715	MANDIRI20230814	Lomba 5715	4	2	4	PT XYZ	https://ptxyz.com	85
5716	MANDIRI20230814	Lomba 5716	5	2	4	PT XYZ	https://ptxyz.com	59
5717	MANDIRI20230815	Lomba 5717	3	2	2	PT XYZ	https://ptxyz.com	66
5718	MANDIRI20230815	Lomba 5718	3	2	1	PT XYZ	https://ptxyz.com	75
5719	MANDIRI20230818	Lomba 5719	5	4	1	PT XYZ	https://ptxyz.com	86
5720	MANDIRI20230818	Lomba 5720	4	3	3	PT XYZ	https://ptxyz.com	55
5721	MANDIRI20230819	Lomba 5721	3	2	2	PT XYZ	https://ptxyz.com	77
5722	MANDIRI20230819	Lomba 5722	3	4	2	PT XYZ	https://ptxyz.com	78
5723	MANDIRI20230820	Lomba 5723	1	1	4	PT XYZ	https://ptxyz.com	74
5724	MANDIRI20230820	Lomba 5724	5	2	4	PT XYZ	https://ptxyz.com	87
5725	MANDIRI20230821	Lomba 5725	5	2	3	PT XYZ	https://ptxyz.com	51
5726	MANDIRI20230821	Lomba 5726	3	4	3	PT XYZ	https://ptxyz.com	81
5727	MANDIRI20230822	Lomba 5727	5	2	2	PT XYZ	https://ptxyz.com	65
5728	MANDIRI20230822	Lomba 5728	1	4	3	PT XYZ	https://ptxyz.com	86
5729	MANDIRI20230823	Lomba 5729	3	3	1	PT XYZ	https://ptxyz.com	85
5730	MANDIRI20230823	Lomba 5730	2	3	1	PT XYZ	https://ptxyz.com	90
5731	MANDIRI20230824	Lomba 5731	2	4	3	PT XYZ	https://ptxyz.com	76
5732	MANDIRI20230824	Lomba 5732	3	2	1	PT XYZ	https://ptxyz.com	83
5733	MANDIRI20230825	Lomba 5733	4	1	4	PT XYZ	https://ptxyz.com	56
5734	MANDIRI20230825	Lomba 5734	4	2	4	PT XYZ	https://ptxyz.com	85
5735	MANDIRI20230826	Lomba 5735	1	2	3	PT XYZ	https://ptxyz.com	52
5736	MANDIRI20230826	Lomba 5736	3	1	2	PT XYZ	https://ptxyz.com	51
5737	MANDIRI20230829	Lomba 5737	2	4	4	PT XYZ	https://ptxyz.com	62
5738	MANDIRI20230829	Lomba 5738	1	3	1	PT XYZ	https://ptxyz.com	89
5739	MANDIRI20230830	Lomba 5739	5	4	3	PT XYZ	https://ptxyz.com	79
5740	MANDIRI20230830	Lomba 5740	5	4	1	PT XYZ	https://ptxyz.com	51
5741	MANDIRI20230831	Lomba 5741	5	1	2	PT XYZ	https://ptxyz.com	84
5742	MANDIRI20230831	Lomba 5742	5	1	1	PT XYZ	https://ptxyz.com	88
5743	MANDIRI20230832	Lomba 5743	5	4	3	PT XYZ	https://ptxyz.com	56
5744	MANDIRI20230832	Lomba 5744	1	4	2	PT XYZ	https://ptxyz.com	89
5745	MANDIRI20230833	Lomba 5745	5	4	3	PT XYZ	https://ptxyz.com	58
5746	MANDIRI20230833	Lomba 5746	1	1	4	PT XYZ	https://ptxyz.com	64
5747	MANDIRI20230834	Lomba 5747	4	3	3	PT XYZ	https://ptxyz.com	50
5748	MANDIRI20230834	Lomba 5748	5	1	1	PT XYZ	https://ptxyz.com	70
5749	MANDIRI20230836	Lomba 5749	3	4	1	PT XYZ	https://ptxyz.com	89
5750	MANDIRI20230836	Lomba 5750	2	1	3	PT XYZ	https://ptxyz.com	77
5751	MANDIRI20230837	Lomba 5751	1	3	4	PT XYZ	https://ptxyz.com	62
5752	MANDIRI20230837	Lomba 5752	2	4	1	PT XYZ	https://ptxyz.com	59
5753	MANDIRI20230840	Lomba 5753	1	4	2	PT XYZ	https://ptxyz.com	62
5754	MANDIRI20230840	Lomba 5754	4	1	1	PT XYZ	https://ptxyz.com	60
5755	MANDIRI20230841	Lomba 5755	5	1	4	PT XYZ	https://ptxyz.com	74
5756	MANDIRI20230841	Lomba 5756	4	4	2	PT XYZ	https://ptxyz.com	82
5757	MANDIRI20230843	Lomba 5757	3	1	3	PT XYZ	https://ptxyz.com	82
5758	MANDIRI20230843	Lomba 5758	4	3	2	PT XYZ	https://ptxyz.com	82
5759	MANDIRI20230844	Lomba 5759	3	3	3	PT XYZ	https://ptxyz.com	66
5760	MANDIRI20230844	Lomba 5760	1	1	1	PT XYZ	https://ptxyz.com	52
5761	MANDIRI20230845	Lomba 5761	4	4	2	PT XYZ	https://ptxyz.com	85
5762	MANDIRI20230845	Lomba 5762	1	1	1	PT XYZ	https://ptxyz.com	80
5763	MANDIRI20230846	Lomba 5763	3	3	3	PT XYZ	https://ptxyz.com	74
5764	MANDIRI20230846	Lomba 5764	4	1	3	PT XYZ	https://ptxyz.com	77
5765	MANDIRI20230847	Lomba 5765	5	3	4	PT XYZ	https://ptxyz.com	66
5766	MANDIRI20230847	Lomba 5766	3	1	2	PT XYZ	https://ptxyz.com	64
5767	MANDIRI20230848	Lomba 5767	1	1	3	PT XYZ	https://ptxyz.com	79
5768	MANDIRI20230848	Lomba 5768	2	4	1	PT XYZ	https://ptxyz.com	79
5769	MANDIRI20230849	Lomba 5769	5	2	1	PT XYZ	https://ptxyz.com	52
5770	MANDIRI20230849	Lomba 5770	4	3	2	PT XYZ	https://ptxyz.com	86
5771	MANDIRI20230850	Lomba 5771	4	4	4	PT XYZ	https://ptxyz.com	74
5772	MANDIRI20230850	Lomba 5772	3	4	4	PT XYZ	https://ptxyz.com	85
5773	MANDIRI20230852	Lomba 5773	2	4	3	PT XYZ	https://ptxyz.com	59
5774	MANDIRI20230852	Lomba 5774	5	1	2	PT XYZ	https://ptxyz.com	60
5775	MANDIRI20230853	Lomba 5775	3	4	1	PT XYZ	https://ptxyz.com	64
5776	MANDIRI20230853	Lomba 5776	2	2	3	PT XYZ	https://ptxyz.com	62
5777	MANDIRI20230854	Lomba 5777	1	2	4	PT XYZ	https://ptxyz.com	83
5778	MANDIRI20230854	Lomba 5778	3	4	1	PT XYZ	https://ptxyz.com	68
5779	MANDIRI20230857	Lomba 5779	2	3	3	PT XYZ	https://ptxyz.com	85
5780	MANDIRI20230857	Lomba 5780	4	1	4	PT XYZ	https://ptxyz.com	87
5781	MANDIRI20230858	Lomba 5781	5	2	2	PT XYZ	https://ptxyz.com	70
5782	MANDIRI20230858	Lomba 5782	4	1	3	PT XYZ	https://ptxyz.com	82
5783	MANDIRI20230859	Lomba 5783	1	4	3	PT XYZ	https://ptxyz.com	77
5784	MANDIRI20230859	Lomba 5784	3	3	1	PT XYZ	https://ptxyz.com	61
5785	MANDIRI20230860	Lomba 5785	1	4	2	PT XYZ	https://ptxyz.com	51
5786	MANDIRI20230860	Lomba 5786	2	3	4	PT XYZ	https://ptxyz.com	75
5787	MANDIRI20230861	Lomba 5787	1	4	3	PT XYZ	https://ptxyz.com	78
5788	MANDIRI20230861	Lomba 5788	3	1	2	PT XYZ	https://ptxyz.com	68
5789	MANDIRI20230862	Lomba 5789	2	4	2	PT XYZ	https://ptxyz.com	86
5790	MANDIRI20230862	Lomba 5790	1	3	1	PT XYZ	https://ptxyz.com	56
5791	MANDIRI20230863	Lomba 5791	4	1	3	PT XYZ	https://ptxyz.com	69
5792	MANDIRI20230863	Lomba 5792	2	2	2	PT XYZ	https://ptxyz.com	67
5793	MANDIRI20230864	Lomba 5793	2	4	1	PT XYZ	https://ptxyz.com	54
5794	MANDIRI20230864	Lomba 5794	4	1	2	PT XYZ	https://ptxyz.com	51
5795	MANDIRI20230865	Lomba 5795	3	2	2	PT XYZ	https://ptxyz.com	64
5796	MANDIRI20230865	Lomba 5796	4	3	1	PT XYZ	https://ptxyz.com	78
5797	MANDIRI20230867	Lomba 5797	4	1	3	PT XYZ	https://ptxyz.com	83
5798	MANDIRI20230867	Lomba 5798	2	2	1	PT XYZ	https://ptxyz.com	55
5799	MANDIRI20230868	Lomba 5799	4	1	4	PT XYZ	https://ptxyz.com	65
5800	MANDIRI20230868	Lomba 5800	5	3	3	PT XYZ	https://ptxyz.com	79
5801	MANDIRI20230869	Lomba 5801	5	4	1	PT XYZ	https://ptxyz.com	79
5802	MANDIRI20230869	Lomba 5802	1	3	1	PT XYZ	https://ptxyz.com	68
5803	MANDIRI20230871	Lomba 5803	3	1	3	PT XYZ	https://ptxyz.com	66
5804	MANDIRI20230871	Lomba 5804	2	1	1	PT XYZ	https://ptxyz.com	50
5805	MANDIRI20230872	Lomba 5805	1	4	2	PT XYZ	https://ptxyz.com	74
5806	MANDIRI20230872	Lomba 5806	4	1	4	PT XYZ	https://ptxyz.com	63
5807	MANDIRI20230873	Lomba 5807	2	3	1	PT XYZ	https://ptxyz.com	55
5808	MANDIRI20230873	Lomba 5808	4	2	4	PT XYZ	https://ptxyz.com	60
5809	MANDIRI20230874	Lomba 5809	5	4	2	PT XYZ	https://ptxyz.com	64
5810	MANDIRI20230874	Lomba 5810	4	1	1	PT XYZ	https://ptxyz.com	70
5811	MANDIRI20230875	Lomba 5811	1	3	2	PT XYZ	https://ptxyz.com	59
5812	MANDIRI20230875	Lomba 5812	1	2	1	PT XYZ	https://ptxyz.com	65
5813	MANDIRI20230876	Lomba 5813	4	1	3	PT XYZ	https://ptxyz.com	81
5814	MANDIRI20230876	Lomba 5814	2	4	3	PT XYZ	https://ptxyz.com	78
5815	MANDIRI20230878	Lomba 5815	5	3	4	PT XYZ	https://ptxyz.com	55
5816	MANDIRI20230878	Lomba 5816	4	1	1	PT XYZ	https://ptxyz.com	74
5817	MANDIRI20230879	Lomba 5817	2	1	4	PT XYZ	https://ptxyz.com	71
5818	MANDIRI20230879	Lomba 5818	2	3	2	PT XYZ	https://ptxyz.com	67
5819	MANDIRI20230880	Lomba 5819	4	2	3	PT XYZ	https://ptxyz.com	59
5820	MANDIRI20230880	Lomba 5820	1	4	4	PT XYZ	https://ptxyz.com	80
5821	MANDIRI20230881	Lomba 5821	3	3	2	PT XYZ	https://ptxyz.com	76
5822	MANDIRI20230881	Lomba 5822	1	2	3	PT XYZ	https://ptxyz.com	58
5823	MANDIRI20230882	Lomba 5823	1	1	1	PT XYZ	https://ptxyz.com	63
5824	MANDIRI20230882	Lomba 5824	5	2	2	PT XYZ	https://ptxyz.com	80
5825	MANDIRI20230883	Lomba 5825	2	3	3	PT XYZ	https://ptxyz.com	88
5826	MANDIRI20230883	Lomba 5826	1	3	3	PT XYZ	https://ptxyz.com	86
5827	MANDIRI20230884	Lomba 5827	4	3	4	PT XYZ	https://ptxyz.com	82
5828	MANDIRI20230884	Lomba 5828	1	3	4	PT XYZ	https://ptxyz.com	53
5829	MANDIRI20230885	Lomba 5829	1	2	1	PT XYZ	https://ptxyz.com	53
5830	MANDIRI20230885	Lomba 5830	2	3	3	PT XYZ	https://ptxyz.com	55
5831	MANDIRI20230886	Lomba 5831	3	3	2	PT XYZ	https://ptxyz.com	65
5832	MANDIRI20230886	Lomba 5832	5	2	1	PT XYZ	https://ptxyz.com	85
5833	MANDIRI20230887	Lomba 5833	4	3	2	PT XYZ	https://ptxyz.com	76
5834	MANDIRI20230887	Lomba 5834	4	3	4	PT XYZ	https://ptxyz.com	51
5835	MANDIRI20230888	Lomba 5835	5	1	4	PT XYZ	https://ptxyz.com	61
5836	MANDIRI20230888	Lomba 5836	3	3	1	PT XYZ	https://ptxyz.com	50
5837	MANDIRI20230889	Lomba 5837	2	2	4	PT XYZ	https://ptxyz.com	67
5838	MANDIRI20230889	Lomba 5838	2	3	4	PT XYZ	https://ptxyz.com	84
5839	MANDIRI20230890	Lomba 5839	2	3	3	PT XYZ	https://ptxyz.com	71
5840	MANDIRI20230890	Lomba 5840	1	4	2	PT XYZ	https://ptxyz.com	64
5841	MANDIRI20230891	Lomba 5841	4	2	3	PT XYZ	https://ptxyz.com	78
5842	MANDIRI20230891	Lomba 5842	2	2	2	PT XYZ	https://ptxyz.com	75
5843	MANDIRI20230892	Lomba 5843	1	4	4	PT XYZ	https://ptxyz.com	66
5844	MANDIRI20230892	Lomba 5844	2	3	4	PT XYZ	https://ptxyz.com	88
5845	MANDIRI20230893	Lomba 5845	2	1	3	PT XYZ	https://ptxyz.com	84
5846	MANDIRI20230893	Lomba 5846	5	1	2	PT XYZ	https://ptxyz.com	71
5847	MANDIRI20230894	Lomba 5847	2	4	4	PT XYZ	https://ptxyz.com	75
5848	MANDIRI20230894	Lomba 5848	1	4	1	PT XYZ	https://ptxyz.com	50
5849	MANDIRI20230895	Lomba 5849	2	3	4	PT XYZ	https://ptxyz.com	76
5850	MANDIRI20230895	Lomba 5850	3	4	4	PT XYZ	https://ptxyz.com	77
